Age,Mileage,SocioEcon,RiskAversion,GoodStudent,OtherCar,AntiTheft,SeniorTrain,HomeBase,VehicleYear,MakeModel,DrivingSkill,RuggedAuto,Airbag,Antilock,CarValue,DrivQuality,DrivHist,Cushioning,Theft,Accident,MedCost,OtherCarCost,ThisCarDam,ILiCost,ThisCarCost,PropCost
Adolescent,TwentyThou,UpperMiddle,Normal,True,False,True,False,Suburb,Current,Economy,SubStandard,EggShell,True,False,TwentyThou,Poor,Many,Good,False,Severe,Thousand,Thousand,Severe,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Prole,Cautious,False,False,True,False,City,Older,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,Normal,EggShell,True,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Suburb,Current,FamilySedan,SubStandard,Football,True,True,TenThou,Poor,Many,Excellent,False,Mild,Thousand,Thousand,Mild,Thousand,TenThou,TenThou
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Current,Economy,SubStandard,Football,True,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,True,True,True,City,Older,Economy,Normal,Football,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Normal,True,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,HundredThou
Adult,FiveThou,Middle,Adventurous,False,True,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Normal,False,False,False,False,Rural,Current,Economy,SubStandard,EggShell,True,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Normal,False,True,True,True,Suburb,Current,SportsCar,Expert,EggShell,True,True,TwentyThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Older,SportsCar,Normal,EggShell,True,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Adventurous,False,True,False,False,City,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Moderate,Thousand,Thousand,Moderate,Thousand,TenThou,TenThou
Adult,FiftyThou,Prole,Adventurous,False,False,False,False,City,Current,Economy,SubStandard,Football,True,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,City,Older,Luxury,Normal,Football,True,False,TwentyThou,Excellent,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Current,Economy,Expert,EggShell,True,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,False,True,False,Secure,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Moderate,TenThou,Thousand,Moderate,Thousand,TenThou,TenThou
Senior,TwentyThou,Middle,Normal,False,True,False,True,Suburb,Older,SportsCar,SubStandard,Football,False,False,TenThou,Poor,Many,Good,False,Severe,Thousand,HundredThou,Severe,Thousand,TenThou,HundredThou
Adult,FiveThou,Prole,Normal,False,True,True,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Prole,Normal,False,False,False,False,City,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Rural,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Current,SportsCar,SubStandard,EggShell,True,True,FiftyThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Normal,False,True,False,True,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Adventurous,False,False,False,False,Rural,Current,Economy,Normal,EggShell,True,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Cautious,False,False,True,False,Secure,Older,FamilySedan,SubStandard,Football,True,False,FiveThou,Poor,One,Excellent,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,Thousand,Thousand,Severe,Thousand,TenThou,TenThou
Senior,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Thousand,TenThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,Cautious,False,False,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Poor,Zero,Fair,False,Severe,Thousand,HundredThou,Severe,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,Million,TenThou,Severe,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,True,True,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Moderate,Thousand,HundredThou,Moderate,Thousand,TenThou,HundredThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,Suburb,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,False,False,False,False,Secure,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,FamilySedan,SubStandard,Football,True,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiveThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,Domino,Prole,Adventurous,False,False,False,False,Rural,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Poor,One,Excellent,False,Moderate,Thousand,TenThou,Moderate,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Adventurous,False,True,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,False,False,False,Rural,Older,FamilySedan,SubStandard,Football,False,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Secure,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,False,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Cautious,False,False,True,True,City,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,Normal,Tank,True,True,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,True,True,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Fair,False,Severe,Thousand,Thousand,Severe,Thousand,TenThou,TenThou
Adolescent,FiveThou,Prole,Adventurous,False,True,False,False,Rural,Older,SportsCar,Normal,EggShell,False,False,TenThou,Excellent,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,False,False,False,Suburb,Current,FamilySedan,Expert,Football,True,False,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,SportsCar,Expert,EggShell,True,True,TwentyThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Cautious,False,True,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,False,True,True,City,Older,FamilySedan,Expert,EggShell,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Good,False,Severe,Thousand,TenThou,Severe,Thousand,HundredThou,HundredThou
Senior,TwentyThou,Prole,Cautious,False,False,True,False,City,Older,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Middle,Cautious,False,False,True,True,Secure,Older,SportsCar,Expert,EggShell,False,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,True,False,False,Rural,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,Normal,False,False,True,True,Suburb,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Wealthy,Normal,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Cautious,False,True,True,True,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Normal,False,True,True,False,Suburb,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,FamilySedan,Expert,Tank,True,False,FiveThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,Normal,False,True,False,True,Suburb,Older,FamilySedan,Expert,Tank,False,False,FiveThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,Rural,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Current,FamilySedan,Normal,Tank,True,True,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,True,False,Suburb,Current,Economy,Expert,Football,True,False,TenThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,Normal,False,False,False,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Prole,Cautious,False,False,True,False,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,Luxury,Normal,Tank,True,True,FiftyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,True,True,True,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Normal,False,True,True,False,Rural,Current,FamilySedan,Normal,EggShell,True,False,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,False,True,False,City,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,One,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,Expert,Football,True,True,FiftyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Adventurous,False,True,False,False,Rural,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Million,Thousand,Moderate,Thousand,TenThou,TenThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,Adventurous,False,True,False,False,Rural,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,Million,HundredThou,Severe,TenThou,TenThou,HundredThou
Adult,FiftyThou,Prole,Cautious,False,False,True,False,City,Older,FamilySedan,Normal,Football,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Normal,False,False,True,False,Secure,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,One,Excellent,False,Moderate,Thousand,HundredThou,Mild,Thousand,Thousand,HundredThou
Adult,Domino,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,False,False,False,Suburb,Older,SportsCar,Normal,Football,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,Normal,EggShell,True,True,FiftyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,True,True,True,Rural,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Severe,Million,Thousand,Severe,HundredThou,TenThou,TenThou
Senior,TwentyThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,Cautious,False,True,True,True,Secure,Older,FamilySedan,Normal,Football,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiveThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Economy,SubStandard,EggShell,True,False,TenThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,Moderate,Thousand,Thousand,Severe,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,True,False,FiveThou,Poor,Many,Good,False,Severe,HundredThou,TenThou,Severe,Thousand,TenThou,HundredThou
Adolescent,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Thousand,Thousand,Severe,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Normal,False,True,True,False,Rural,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Cautious,False,True,True,False,Secure,Older,FamilySedan,SubStandard,Football,False,False,TenThou,Poor,Many,Fair,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,TenThou
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Poor,Zero,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Normal,False,True,False,False,Suburb,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,Adventurous,False,True,True,False,Rural,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Cautious,False,False,False,False,Suburb,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,SubStandard,Tank,False,False,FiveThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Thousand,TenThou,Moderate,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,FamilySedan,Expert,Football,False,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,EggShell,True,True,TwentyThou,Normal,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Normal,False,True,True,False,Secure,Older,FamilySedan,Expert,Football,True,False,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,Domino,Prole,Adventurous,False,True,False,False,City,Older,FamilySedan,SubStandard,Tank,False,False,FiveThou,Poor,Many,Good,False,Moderate,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,Domino,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,True,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,True,False,False,Rural,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,TwentyThou,Poor,Many,Fair,False,Severe,Thousand,TenThou,Severe,TenThou,HundredThou,HundredThou
Adolescent,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Rural,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Excellent,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Excellent,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Current,Economy,SubStandard,EggShell,True,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Excellent,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
